#i E KE PE T dT P Cv R2
21.215699 -0.038688 0.014970 -0.053658 123.448247 0.002031 0.062441 241.431661 1.994937
21.233573 -0.038697 0.015141 -0.053838 123.443860 0.002031 0.062442 241.427980 1.998474
21.251446 -0.038720 0.015484 -0.054204 123.441733 0.002030 0.062439 241.353182 2.001992
21.269319 -0.038723 0.015716 -0.054439 123.441127 0.002028 0.062433 241.256782 2.005485
21.287193 -0.038713 0.015749 -0.054462 123.440738 0.002026 0.062426 241.159234 2.008952
21.305066 -0.038713 0.015668 -0.054381 123.439822 0.002025 0.062419 241.066065 2.012394
21.322939 -0.038711 0.015509 -0.054219 123.437863 0.002023 0.062415 240.988728 2.015813
21.340813 -0.038699 0.015320 -0.054018 123.434673 0.002022 0.062413 240.942797 2.019214
21.358686 -0.038694 0.015239 -0.053934 123.430965 0.002022 0.062412 240.914293 2.022605
21.376560 -0.038704 0.015322 -0.054025 123.427800 0.002021 0.062411 240.867921 2.025998
21.394433 -0.038712 0.015458 -0.054170 123.425530 0.002020 0.062409 240.797845 2.029400
21.412306 -0.038708 0.015547 -0.054255 123.423843 0.002019 0.062407 240.716366 2.032814
21.430180 -0.038695 0.015649 -0.054343 123.422819 0.002017 0.062403 240.625652 2.036236
21.448053 -0.038696 0.015904 -0.054601 123.423459 0.002015 0.062398 240.529105 2.039662
21.465927 -0.038713 0.016274 -0.054987 123.426497 0.002014 0.062390 240.468493 2.043087
21.483800 -0.038720 0.016539 -0.055259 123.431255 0.002014 0.062379 240.465971 2.046508
21.501673 -0.038715 0.016570 -0.055285 123.436203 0.002014 0.062370 240.471689 2.049924
21.519547 -0.038707 0.016399 -0.055106 123.440033 0.002014 0.062364 240.434838 2.053331
21.537420 -0.038701 0.016132 -0.054833 123.442129 0.002012 0.062362 240.354474 2.056723
21.555293 -0.038700 0.015859 -0.054559 123.442459 0.002011 0.062364 240.258075 2.060093
21.573167 -0.038701 0.015620 -0.054320 123.441240 0.002009 0.062370 240.171122 2.063437
21.591040 -0.038701 0.015418 -0.054119 123.438720 0.002008 0.062380 240.109051 2.066752
21.608914 -0.038701 0.015258 -0.053959 123.435171 0.002008 0.062393 240.077636 2.070038
21.626787 -0.038699 0.015156 -0.053855 123.430970 0.002007 0.062407 240.070741 2.073298
21.644660 -0.038698 0.015141 -0.053839 123.426678 0.002007 0.062422 240.067729 2.076534
21.662534 -0.038698 0.015235 -0.053933 123.422998 0.002007 0.062436 240.041332 2.079749
21.680407 -0.038700 0.015434 -0.054134 123.420604 0.002006 0.062447 239.976881 2.082942
21.698280 -0.038703 0.015705 -0.054407 123.419955 0.002004 0.062456 239.884999 2.086114
21.716154 -0.038706 0.015995 -0.054701 123.421172 0.002003 0.062460 239.794723 2.089268
21.734027 -0.038706 0.016256 -0.054962 123.424061 0.002002 0.062460 239.733037 2.092405
21.751901 -0.038707 0.016457 -0.055164 123.428237 0.002001 0.062458 239.710876 2.095528
21.769774 -0.038710 0.016572 -0.055282 123.433143 0.002001 0.062453 239.717974 2.098640
21.787647 -0.038715 0.016548 -0.055263 123.437884 0.002001 0.062449 239.718204 2.101745
21.805521 -0.038717 0.016319 -0.055036 123.441153 0.002000 0.062446 239.667124 2.104845
21.823394 -0.038711 0.015876 -0.054587 123.441588 0.001999 0.062448 239.573194 2.107943
21.841267 -0.038699 0.015323 -0.054021 123.438488 0.001998 0.062456 239.529394 2.111043
21.859141 -0.038688 0.014845 -0.053533 123.432344 0.002000 0.062469 239.621044 2.114148
21.877014 -0.038688 0.014599 -0.053287 123.424643 0.002003 0.062486 239.815406 2.117260
21.894888 -0.038697 0.014610 -0.053306 123.417021 0.002006 0.062501 240.004491 2.120382
21.912761 -0.038704 0.014781 -0.053485 123.410505 0.002008 0.062514 240.119460 2.123513
21.930634 -0.038703 0.015028 -0.053731 123.405570 0.002009 0.062524 240.147560 2.126655
21.948508 -0.038703 0.015345 -0.054047 123.402654 0.002008 0.062530 240.098331 2.129807
21.966381 -0.038711 0.015700 -0.054411 123.402000 0.002006 0.062532 240.007476 2.132969
21.984254 -0.038716 0.015979 -0.054694 123.403112 0.002005 0.062529 239.917297 2.136144
22.002128 -0.038713 0.016092 -0.054805 123.404940 0.002003 0.062526 239.835803 2.139336
22.020001 -0.038705 0.016067 -0.054772 123.406611 0.002002 0.062522 239.752250 2.142553
22.037875 -0.038700 0.016002 -0.054702 123.407866 0.002000 0.062520 239.664025 2.145808
22.055748 -0.038703 0.015960 -0.054662 123.408851 0.001999 0.062518 239.573706 2.149117
22.073621 -0.038709 0.015910 -0.054619 123.409520 0.001997 0.062517 239.481765 2.152497
22.091495 -0.038713 0.015774 -0.054487 123.409328 0.001996 0.062519 239.389730 2.155960
22.109368 -0.038710 0.015514 -0.054224 123.407495 0.001994 0.062523 239.316414 2.159518
22.127241 -0.038705 0.015171 -0.053876 123.403505 0.001994 0.062533 239.305741 2.163173
22.145115 -0.038702 0.014828 -0.053530 123.397360 0.001996 0.062546 239.401044 2.166921
22.162988 -0.038702 0.014537 -0.053239 123.389395 0.002000 0.062564 239.619923 2.170754
22.180862 -0.038702 0.014312 -0.053014 123.380031 0.002005 0.062584 239.955783 2.174659
22.198735 -0.038701 0.014169 -0.052869 123.369781 0.002013 0.062605 240.376512 2.178623
22.216608 -0.038701 0.014130 -0.052831 123.359301 0.002020 0.062627 240.821886 2.182631
22.234482 -0.038704 0.014199 -0.052904 123.349277 0.002027 0.062648 241.223980 2.186672
22.252355 -0.038710 0.014340 -0.053050 123.340149 0.002033 0.062667 241.543984 2.190733
22.270228 -0.038712 0.014487 -0.053199 123.331956 0.002037 0.062684 241.785637 2.194803
22.288102 -0.038710 0.014620 -0.053330 123.324605 0.002040 0.062699 241.963510 2.198872
22.305975 -0.038708 0.014765 -0.053472 123.318174 0.002042 0.062711 242.079147 2.202931
22.323849 -0.038703 0.014970 -0.053673 123.313034 0.002043 0.062721 242.120559 2.206973
22.341722 -0.038700 0.015296 -0.053996 123.309937 0.002042 0.062726 242.077085 2.210995
22.359595 -0.038703 0.015766 -0.054469 123.309779 0.002040 0.062725 241.981974 2.214995
22.377469 -0.038709 0.016327 -0.055036 123.313118 0.002039 0.062717 241.933922 2.218980
22.395342 -0.038715 0.016869 -0.055585 123.319825 0.002041 0.062702 242.042788 2.222956
22.413216 -0.038720 0.017275 -0.055994 123.329045 0.002046 0.062682 242.340595 2.226932
22.431089 -0.038720 0.017462 -0.056182 123.339417 0.002053 0.062660 242.746520 2.230919
22.448962 -0.038717 0.017412 -0.056129 123.349462 0.002060 0.062637 243.122019 2.234923
22.466836 -0.038710 0.017178 -0.055887 123.358036 0.002064 0.062617 243.367479 2.238948
22.484709 -0.038700 0.016871 -0.055571 123.364691 0.002066 0.062601 243.474115 2.242996
22.502582 -0.038695 0.016626 -0.055320 123.369818 0.002066 0.062587 243.495647 2.247065
22.520456 -0.038699 0.016516 -0.055215 123.374259 0.002066 0.062576 243.486505 2.251155
22.538329 -0.038705 0.016497 -0.055202 123.378571 0.002066 0.062565 243.472236 2.255259
22.556203 -0.038707 0.016478 -0.055185 123.382762 0.002065 0.062555 243.453286 2.259375
22.574076 -0.038707 0.016421 -0.055128 123.386594 0.002065 0.062546 243.421040 2.263494
22.591949 -0.038707 0.016320 -0.055027 123.389793 0.002064 0.062539 243.368358 2.267609
22.609823 -0.038706 0.016175 -0.054881 123.392096 0.002063 0.062533 243.293359 2.271710
22.627696 -0.038699 0.016026 -0.054725 123.393478 0.002061 0.062529 243.203704 2.275789
22.645569 -0.038692 0.015969 -0.054661 123.394507 0.002059 0.062525 243.110775 2.279842
22.663443 -0.038689 0.016104 -0.054794 123.396366 0.002058 0.062519 243.028231 2.283867
22.681316 -0.038693 0.016462 -0.055156 123.400423 0.002058 0.062509 243.005527 2.287868
22.699190 -0.038703 0.016968 -0.055671 123.407580 0.002060 0.062493 243.148168 2.291848
22.717063 -0.038712 0.017467 -0.056179 123.417788 0.002067 0.062471 243.547038 2.295810
22.734936 -0.038716 0.017808 -0.056524 123.430075 0.002077 0.062445 244.175654 2.299757
22.752810 -0.038715 0.017920 -0.056635 123.443028 0.002089 0.062418 244.890227 2.303690
22.770683 -0.038714 0.017799 -0.056513 123.455221 0.002100 0.062393 245.514016 2.307610
22.788556 -0.038713 0.017464 -0.056178 123.465343 0.002106 0.062372 245.911280 2.311518
22.806430 -0.038710 0.016948 -0.055658 123.472295 0.002108 0.062357 246.041877 2.315413
22.824303 -0.038700 0.016343 -0.055043 123.475537 0.002108 0.062349 245.988610 2.319295
22.842177 -0.038689 0.015814 -0.054503 123.475546 0.002106 0.062348 245.888920 2.323164
22.860050 -0.038687 0.015526 -0.054213 123.473796 0.002105 0.062350 245.808612 2.327023
22.877923 -0.038697 0.015506 -0.054203 123.471928 0.002103 0.062354 245.730912 2.330874
22.895797 -0.038709 0.015622 -0.054331 123.470768 0.002102 0.062357 245.641080 2.334723
22.913670 -0.038711 0.015713 -0.054425 123.470168 0.002100 0.062359 245.545324 2.338574
22.931543 -0.038706 0.015728 -0.054434 123.469659 0.002099 0.062362 245.449102 2.342434
22.949417 -0.038698 0.015730 -0.054428 123.469159 0.002097 0.062365 245.353034 2.346307
22.967290 -0.038696 0.015808 -0.054504 123.469135 0.002095 0.062368 245.254960 2.350198
22.985164 -0.038702 0.015977 -0.054679 123.470137 0.002094 0.062369 245.160108 2.354111
23.003037 -0.038709 0.016157 -0.054866 123.472229 0.002093 0.062369 245.080371 2.358052
23.020910 -0.038713 0.016245 -0.054957 123.474848 0.002091 0.062368 245.012357 2.362027
23.038784 -0.038712 0.016178 -0.054890 123.477060 0.002090 0.062368 244.935402 2.366042
23.056657 -0.038704 0.015981 -0.054684 123.478075 0.002089 0.062371 244.841474 2.370101
23.074530 -0.038694 0.015769 -0.054463 123.477811 0.002087 0.062376 244.745494 2.374201
23.092404 -0.038693 0.015671 -0.054364 123.476953 0.002085 0.062383 244.654313 2.378337
23.110277 -0.038698 0.015712 -0.054410 123.476346 0.002084 0.062390 244.560982 2.382497
23.128151 -0.038702 0.015830 -0.054532 123.476450 0.002082 0.062395 244.464620 2.386666
23.146024 -0.038704 0.015956 -0.054660 123.477311 0.002081 0.062400 244.370660 2.390830
23.163897 -0.038705 0.016053 -0.054758 123.478758 0.002079 0.062403 244.282609 2.394974
23.181771 -0.038705 0.016111 -0.054816 123.480550 0.002078 0.062405 244.199753 2.399089
23.199644 -0.038705 0.016129 -0.054834 123.482445 0.002076 0.062407 244.118819 2.403168
23.217518 -0.038707 0.016107 -0.054814 123.484208 0.002075 0.062408 244.035916 2.407208
23.235391 -0.038710 0.016031 -0.054741 123.485509 0.002074 0.062410 243.946955 2.411207
23.253264 -0.038711 0.015874 -0.054585 123.485871 0.002072 0.062413 243.852157 2.415166
23.271138 -0.038708 0.015649 -0.054357 123.484884 0.002071 0.062418 243.764551 2.419090
23.289011 -0.038705 0.015408 -0.054113 123.482453 0.002070 0.062425 243.705056 2.422980
23.306884 -0.038706 0.015195 -0.053901 123.478750 0.002069 0.062434 243.687902 2.426843
23.324758 -0.038707 0.015013 -0.053720 123.473969 0.002070 0.062444 243.719531 2.430685
23.342631 -0.038704 0.014869 -0.053573 123.468334 0.002071 0.062455 243.798254 2.434512
23.360505 -0.038702 0.014800 -0.053502 123.462293 0.002073 0.062467 243.902199 2.438333
23.378378 -0.038707 0.014810 -0.053517 123.456324 0.002075 0.062478 244.001852 2.442156
23.396251 -0.038712 0.014830 -0.053542 123.450481 0.002076 0.062488 244.093917 2.445989
23.414125 -0.038710 0.014787 -0.053498 123.444391 0.002078 0.062499 244.201762 2.449839
23.431998 -0.038700 0.014710 -0.053411 123.437855 0.002080 0.062509 244.339720 2.453710
23.449871 -0.038690 0.014734 -0.053424 123.431467 0.002082 0.062519 244.467804 2.457606
23.467745 -0.038689 0.014989 -0.053678 123.426604 0.002083 0.062525 244.504727 2.461526
23.485618 -0.038699 0.015475 -0.054174 123.424635 0.002082 0.062525 244.434005 2.465467
23.503492 -0.038710 0.016049 -0.054759 123.426079 0.002080 0.062518 244.347361 2.469421
23.521365 -0.038712 0.016556 -0.055268 123.430523 0.002080 0.062504 244.345971 2.473382
23.539238 -0.038709 0.016934 -0.055644 123.437202 0.002082 0.062486 244.468579 2.477343
23.557112 -0.038709 0.017188 -0.055897 123.445373 0.002086 0.062465 244.703112 2.481299
23.574985 -0.038706 0.017324 -0.056031 123.454338 0.002091 0.062441 245.007177 2.485247
23.592858 -0.038703 0.017365 -0.056068 123.463530 0.002097 0.062416 245.333183 2.489185
23.610732 -0.038701 0.017348 -0.056049 123.472609 0.002102 0.062391 245.649453 2.493111
23.628605 -0.038701 0.017295 -0.055996 123.481362 0.002107 0.062367 245.936734 2.497024
23.646479 -0.038702 0.017203 -0.055905 123.489557 0.002111 0.062343 246.176229 2.500928
23.664352 -0.038701 0.017063 -0.055764 123.496917 0.002114 0.062321 246.349608 2.504826
23.682225 -0.038699 0.016890 -0.055589 123.503243 0.002115 0.062300 246.450739 2.508719
23.700099 -0.038700 0.016707 -0.055407 123.508484 0.002116 0.062283 246.488036 2.512612
23.717972 -0.038704 0.016510 -0.055215 123.512562 0.002116 0.062268 246.470652 2.516504
23.735845 -0.038707 0.016256 -0.054963 123.515139 0.002114 0.062257 246.403745 2.520396
23.753719 -0.038703 0.015925 -0.054628 123.515770 0.002113 0.062250 246.308049 2.524285
23.771592 -0.038692 0.015598 -0.054290 123.514481 0.002111 0.062247 246.223235 2.528169
23.789466 -0.038683 0.015439 -0.054122 123.512260 0.002110 0.062246 246.157842 2.532043
23.807339 -0.038684 0.015578 -0.054262 123.510857 0.002109 0.062244 246.075257 2.535907
23.825212 -0.038696 0.015997 -0.054692 123.511907 0.002108 0.062238 245.983228 2.539758
23.843086 -0.038708 0.016534 -0.055242 123.516100 0.002107 0.062226 245.972066 2.543598
23.860959 -0.038715 0.017006 -0.055721 123.523046 0.002110 0.062210 246.117794 2.547432
23.878832 -0.038717 0.017302 -0.056018 123.531707 0.002114 0.062191 246.402424 2.551265
23.896706 -0.038716 0.017379 -0.056096 123.540807 0.002120 0.062171 246.728475 2.555108
23.914579 -0.038711 0.017250 -0.055962 123.549143 0.002124 0.062153 246.985751 2.558972
23.932453 -0.038703 0.016996 -0.055700 123.555985 0.002126 0.062138 247.125269 2.562868
23.950326 -0.038702 0.016727 -0.055428 123.561247 0.002127 0.062126 247.165779 2.566804
23.968199 -0.038707 0.016479 -0.055186 123.565058 0.002127 0.062117 247.138912 2.570785
23.986073 -0.038711 0.016200 -0.054912 123.567245 0.002125 0.062112 247.063299 2.574811
24.003946 -0.038708 0.015854 -0.054562 123.567419 0.002124 0.062111 246.966610 2.578883
24.021819 -0.038702 0.015493 -0.054195 123.565494 0.002123 0.062114 246.894248 2.582999
24.039693 -0.038700 0.015204 -0.053904 123.561896 0.002122 0.062120 246.875195 2.587158
24.057566 -0.038700 0.015036 -0.053736 123.557329 0.002123 0.062129 246.900769 2.591357
24.075440 -0.038702 0.014991 -0.053693 123.552507 0.002123 0.062138 246.939992 2.595589
24.093313 -0.038705 0.015037 -0.053742 123.547961 0.002124 0.062146 246.964814 2.599844
24.111186 -0.038704 0.015139 -0.053843 123.544012 0.002124 0.062154 246.961192 2.604110
24.129060 -0.038700 0.015303 -0.054003 123.541015 0.002123 0.062159 246.920090 2.608378
24.146933 -0.038702 0.015555 -0.054257 123.539475 0.002122 0.062162 246.840390 2.612640
24.164807 -0.038708 0.015857 -0.054565 123.539682 0.002120 0.062162 246.744681 2.616889
24.182680 -0.038713 0.016118 -0.054831 123.541395 0.002119 0.062159 246.661634 2.621122
24.200553 -0.038715 0.016263 -0.054978 123.543939 0.002118 0.062154 246.596144 2.625335
24.218427 -0.038713 0.016264 -0.054977 123.546486 0.002117 0.062149 246.530900 2.629523
24.236300 -0.038705 0.016173 -0.054878 123.548508 0.002115 0.062145 246.454007 2.633682
24.254173 -0.038699 0.016115 -0.054814 123.550195 0.002114 0.062142 246.371282 2.637807
24.272047 -0.038700 0.016183 -0.054884 123.552271 0.002113 0.062137 246.295843 2.641894
24.289920 -0.038706 0.016362 -0.055068 123.555366 0.002112 0.062131 246.246945 2.645941
24.307794 -0.038710 0.016566 -0.055276 123.559631 0.002112 0.062121 246.242280 2.649950
24.325667 -0.038708 0.016736 -0.055445 123.564864 0.002113 0.062110 246.285421 2.653923
24.343540 -0.038707 0.016868 -0.055575 123.570843 0.002114 0.062097 246.372508 2.657864
24.361414 -0.038706 0.016978 -0.055684 123.577445 0.002116 0.062082 246.500886 2.661779
24.379287 -0.038703 0.017079 -0.055782 123.584613 0.002119 0.062066 246.670708 2.665675
24.397160 -0.038700 0.017206 -0.055906 123.592498 0.002123 0.062047 246.898168 2.669558
24.415034 -0.038705 0.017385 -0.056090 123.601392 0.002128 0.062027 247.216519 2.673433
24.432907 -0.038716 0.017537 -0.056253 123.611146 0.002134 0.062005 247.621751 2.677306
24.450781 -0.038719 0.017524 -0.056243 123.620807 0.002141 0.061983 248.018729 2.681180
24.468654 -0.038712 0.017294 -0.056005 123.629142 0.002145 0.061963 248.287902 2.685057
24.486527 -0.038699 0.016947 -0.055646 123.635492 0.002147 0.061947 248.400723 2.688938
24.504401 -0.038690 0.016662 -0.055352 123.640212 0.002147 0.061933 248.417307 2.692827
24.522274 -0.038690 0.016566 -0.055256 123.644375 0.002147 0.061921 248.407865 2.696729
24.540147 -0.038700 0.016645 -0.055344 123.648980 0.002147 0.061908 248.419098 2.700652
24.558021 -0.038709 0.016768 -0.055477 123.654281 0.002148 0.061895 248.467200 2.704604
24.575894 -0.038711 0.016803 -0.055515 123.659773 0.002149 0.061881 248.526473 2.708591
24.593768 -0.038707 0.016708 -0.055415 123.664714 0.002150 0.061869 248.555156 2.712612
24.611641 -0.038702 0.016532 -0.055234 123.668654 0.002149 0.061858 248.536701 2.716666
24.629514 -0.038699 0.016356 -0.055055 123.671590 0.002148 0.061850 248.482099 2.720749
24.647388 -0.038703 0.016216 -0.054919 123.673727 0.002147 0.061843 248.406852 2.724859
24.665261 -0.038713 0.016069 -0.054782 123.675032 0.002146 0.061838 248.317628 2.728999
24.683134 -0.038721 0.015805 -0.054526 123.674844 0.002144 0.061835 248.222527 2.733169
24.701008 -0.038714 0.015360 -0.054074 123.672143 0.002143 0.061837 248.173385 2.737371
24.718881 -0.038689 0.014884 -0.053573 123.666764 0.002145 0.061843 248.250673 2.741607
24.736755 -0.038675 0.014726 -0.053401 123.660499 0.002147 0.061851 248.387624 2.745878
24.754628 -0.038694 0.015045 -0.053739 123.656040 0.002147 0.061855 248.412694 2.750184
24.772501 -0.038709 0.015619 -0.054328 123.654817 0.002146 0.061853 248.328176 2.754526
24.790375 -0.038713 0.016187 -0.054900 123.656796 0.002145 0.061846 248.250528 2.758906
24.808248 -0.038715 0.016633 -0.055348 123.661277 0.002145 0.061834 248.258120 2.763324
24.826121 -0.038716 0.016898 -0.055613 123.667239 0.002146 0.061819 248.349305 2.767779
24.843995 -0.038712 0.016965 -0.055676 123.673569 0.002148 0.061803 248.465277 2.772271
24.861868 -0.038705 0.016882 -0.055586 123.679424 0.002150 0.061788 248.549918 2.776801
24.879742 -0.038700 0.016736 -0.055436 123.684455 0.002150 0.061775 248.586069 2.781370
24.897615 -0.038698 0.016601 -0.055299 123.688721 0.002150 0.061762 248.583991 2.785978
24.915488 -0.038700 0.016499 -0.055199 123.692407 0.002150 0.061752 248.557371 2.790625
24.933362 -0.038703 0.016409 -0.055112 123.695588 0.002149 0.061742 248.512408 2.795305
24.951235 -0.038705 0.016298 -0.055003 123.698145 0.002148 0.061733 248.448775 2.800010
24.969109 -0.038705 0.016145 -0.054850 123.699845 0.002147 0.061726 248.366607 2.804731
24.986982 -0.038703 0.015960 -0.054663 123.700509 0.002145 0.061721 248.273062 2.809459
25.004855 -0.038700 0.015782 -0.054482 123.700175 0.002144 0.061718 248.180001 2.814182
25.022729 -0.038697 0.015661 -0.054358 123.699170 0.002142 0.061717 248.093622 2.818891
25.040602 -0.038695 0.015653 -0.054348 123.698122 0.002141 0.061715 248.008032 2.823577
25.058475 -0.038696 0.015789 -0.054486 123.697833 0.002139 0.061713 247.915305 2.828230
25.076349 -0.038699 0.016055 -0.054754 123.699022 0.002138 0.061708 247.827139 2.832844
25.094222 -0.038700 0.016410 -0.055110 123.702181 0.002137 0.061699 247.783228 2.837409
25.112096 -0.038702 0.016815 -0.055518 123.707588 0.002138 0.061686 247.843256 2.841924
25.129969 -0.038709 0.017210 -0.055919 123.715181 0.002142 0.061669 248.059280 2.846386
25.147842 -0.038716 0.017486 -0.056202 123.724290 0.002147 0.061650 248.416130 2.850798
25.165716 -0.038719 0.017534 -0.056253 123.733653 0.002154 0.061631 248.800128 2.855164
25.183589 -0.038718 0.017310 -0.056028 123.741761 0.002158 0.061615 249.062877 2.859493
25.201462 -0.038713 0.016845 -0.055558 123.747285 0.002159 0.061604 249.130389 2.863793
25.219336 -0.038702 0.016249 -0.054951 123.749506 0.002158 0.061600 249.058916 2.868073
25.237209 -0.038691 0.015706 -0.054397 123.748724 0.002156 0.061602 248.969410 2.872345
25.255083 -0.038691 0.015383 -0.054074 123.746158 0.002155 0.061608 248.918100 2.876617
25.272956 -0.038698 0.015306 -0.054004 123.743170 0.002155 0.061615 248.881252 2.880897
25.290829 -0.038704 0.015392 -0.054097 123.740662 0.002154 0.061622 248.828405 2.885190
25.308703 -0.038711 0.015541 -0.054253 123.738980 0.002153 0.061628 248.754142 2.889495
25.326576 -0.038715 0.015655 -0.054371 123.737927 0.002151 0.061634 248.668843 2.893811
25.344449 -0.038707 0.015698 -0.054406 123.737113 0.002150 0.061639 248.580659 2.898132
25.362323 -0.038698 0.015777 -0.054474 123.736732 0.002149 0.061643 248.488785 2.902452
25.380196 -0.038705 0.015998 -0.054702 123.737566 0.002147 0.061646 248.397655 2.906768
25.398070 -0.038718 0.016276 -0.054994 123.739924 0.002146 0.061646 248.331302 2.911080
25.415943 -0.038719 0.016437 -0.055156 123.743161 0.002145 0.061645 248.291416 2.915392
25.433816 -0.038709 0.016448 -0.055157 123.746459 0.002145 0.061645 248.253797 2.919713
25.451690 -0.038704 0.016419 -0.055123 123.749590 0.002144 0.061645 248.210565 2.924055
25.469563 -0.038710 0.016405 -0.055114 123.752640 0.002143 0.061645 248.164763 2.928433
25.487436 -0.038714 0.016342 -0.055056 123.755341 0.002142 0.061646 248.108353 2.932864
25.505310 -0.038707 0.016180 -0.054887 123.757154 0.002141 0.061648 248.031018 2.937360
25.523183 -0.038696 0.016004 -0.054700 123.758005 0.002140 0.061652 247.941213 2.941930
25.541057 -0.038698 0.015938 -0.054636 123.758491 0.002138 0.061656 247.849589 2.946577
25.558930 -0.038706 0.015960 -0.054666 123.759097 0.002137 0.061660 247.758659 2.951301
25.576803 -0.038712 0.015949 -0.054661 123.759640 0.002135 0.061663 247.667642 2.956093
25.594677 -0.038714 0.015814 -0.054528 123.759448 0.002134 0.061668 247.576894 2.960945
25.612550 -0.038709 0.015546 -0.054255 123.757799 0.002133 0.061675 247.504793 2.965846
25.630423 -0.038697 0.015245 -0.053942 123.754514 0.002132 0.061684 247.482612 2.970783
25.648297 -0.038693 0.015075 -0.053767 123.750306 0.002132 0.061694 247.502133 2.975749
25.666170 -0.038701 0.015097 -0.053798 123.746229 0.002133 0.061704 247.515341 2.980737
25.684044 -0.038709 0.015213 -0.053921 123.742783 0.002132 0.061712 247.500031 2.985745
25.701917 -0.038710 0.015295 -0.054004 123.739785 0.002132 0.061718 247.467267 2.990770
25.719790 -0.038704 0.015310 -0.054014 123.736877 0.002131 0.061725 247.431439 2.995813
25.737664 -0.038698 0.015317 -0.054015 123.734009 0.002131 0.061730 247.394282 3.000872
25.755537 -0.038699 0.015375 -0.054075 123.731462 0.002130 0.061735 247.346596 3.005942
25.773411 -0.038706 0.015462 -0.054168 123.729388 0.002129 0.061739 247.285457 3.011012
25.791284 -0.038710 0.015486 -0.054196 123.727444 0.002128 0.061742 247.221205 3.016071
25.809157 -0.038706 0.015391 -0.054097 123.724993 0.002127 0.061746 247.170999 3.021109
25.827031 -0.038696 0.015244 -0.053940 123.721747 0.002127 0.061752 247.148706 3.026120
25.844904 -0.038691 0.015179 -0.053869 123.718155 0.002127 0.061759 247.140930 3.031101
25.862777 -0.038691 0.015285 -0.053976 123.715140 0.002126 0.061764 247.110056 3.036053
25.880651 -0.038695 0.015562 -0.054256 123.713621 0.002125 0.061768 247.036994 3.040979
25.898524 -0.038700 0.015957 -0.054657 123.714235 0.002123 0.061768 246.948488 3.045882
25.916398 -0.038708 0.016383 -0.055091 123.717142 0.002123 0.061764 246.901980 3.050769
25.934271 -0.038716 0.016722 -0.055439 123.721868 0.002123 0.061758 246.932055 3.055642
25.952144 -0.038723 0.016854 -0.055577 123.727292 0.002124 0.061751 247.001798 3.060505
25.970018 -0.038725 0.016689 -0.055415 123.731828 0.002125 0.061746 247.022285 3.065364
25.987891 -0.038719 0.016231 -0.054950 123.733898 0.002123 0.061746 246.953701 3.070224
26.005764 -0.038708 0.015598 -0.054307 123.732571 0.002122 0.061753 246.877761 3.075093
26.023638 -0.038700 0.014974 -0.053674 123.727901 0.002123 0.061767 246.925132 3.079984
26.041511 -0.038693 0.014527 -0.053221 123.720844 0.002127 0.061785 247.140347 3.084905
26.059385 -0.038693 0.014370 -0.053063 123.712952 0.002131 0.061806 247.430622 3.089868
26.077258 -0.038705 0.014497 -0.053201 123.705751 0.002135 0.061826 247.659302 3.094884
26.095131 -0.038719 0.014746 -0.053465 123.699893 0.002137 0.061843 247.782969 3.099961
26.113005 -0.038721 0.014925 -0.053646 123.695000 0.002138 0.061859 247.843953 3.105107
26.130878 -0.038716 0.014982 -0.053697 123.690415 0.002139 0.061874 247.887352 3.110323
26.148751 -0.038711 0.014975 -0.053686 123.685802 0.002139 0.061889 247.932450 3.115607
26.166625 -0.038703 0.014994 -0.053697 123.681294 0.002140 0.061904 247.971817 3.120950
26.184498 -0.038697 0.015146 -0.053842 123.677600 0.002140 0.061917 247.970270 3.126339
26.202372 -0.038700 0.015488 -0.054188 123.675734 0.002139 0.061926 247.905064 3.131757
26.220245 -0.038708 0.015957 -0.054664 123.676363 0.002138 0.061931 247.816543 3.137188
26.238118 -0.038717 0.016407 -0.055125 123.679389 0.002137 0.061931 247.774706 3.142617
26.255992 -0.038727 0.016669 -0.055396 123.683798 0.002137 0.061929 247.790741 3.148031
26.273865 -0.038728 0.016598 -0.055327 123.687827 0.002137 0.061928 247.788764 3.153422
26.291738 -0.038716 0.016192 -0.054908 123.689695 0.002136 0.061931 247.716285 3.158784
26.309612 -0.038698 0.015629 -0.054327 123.688575 0.002135 0.061939 247.637115 3.164118
26.327485 -0.038687 0.015172 -0.053859 123.685039 0.002135 0.061951 247.629611 3.169423
26.345359 -0.038688 0.015000 -0.053688 123.680595 0.002135 0.061965 247.666952 3.174702
26.363232 -0.038697 0.015109 -0.053806 123.676733 0.002135 0.061977 247.674640 3.179960
26.381105 -0.038705 0.015379 -0.054083 123.674301 0.002134 0.061986 247.626111 3.185200
26.398979 -0.038709 0.015683 -0.054392 123.673483 0.002133 0.061991 247.543277 3.190430
26.416852 -0.038710 0.015940 -0.054650 123.674021 0.002132 0.061993 247.455504 3.195656
26.434725 -0.038709 0.016107 -0.054816 123.675440 0.002130 0.061993 247.376265 3.200889
26.452599 -0.038706 0.016187 -0.054892 123.677277 0.002129 0.061991 247.304358 3.206139
26.470472 -0.038703 0.016213 -0.054917 123.679252 0.002128 0.061988 247.235464 3.211412
26.488346 -0.038704 0.016215 -0.054918 123.681231 0.002127 0.061985 247.166793 3.216708
26.506219 -0.038705 0.016180 -0.054885 123.683027 0.002126 0.061981 247.094583 3.222023
