#t E KE PE
79.715264 -5.600611 0.824116 -6.424726
79.733137 -5.600762 0.842391 -6.443152
79.751011 -5.600889 0.861830 -6.462719
79.768884 -5.600954 0.879557 -6.480511
79.786758 -5.600964 0.893623 -6.494586
79.804631 -5.600959 0.903050 -6.504009
79.822504 -5.600990 0.907345 -6.508335
79.840378 -5.601048 0.905897 -6.506945
79.858251 -5.601083 0.897977 -6.499060
79.876125 -5.601024 0.883457 -6.484481
79.893998 -5.600844 0.863716 -6.464560
79.911871 -5.600586 0.841944 -6.442530
79.929745 -5.600366 0.822319 -6.422685
79.947618 -5.600306 0.808306 -6.408612
79.965491 -5.600381 0.801299 -6.401680
79.983365 -5.600469 0.800769 -6.401238
80.001238 -5.600489 0.805662 -6.406151
80.019112 -5.600495 0.815428 -6.415923
80.036985 -5.600586 0.829510 -6.430097
80.054858 -5.600778 0.846201 -6.446978
80.072732 -5.600976 0.862486 -6.463462
80.090605 -5.601074 0.875325 -6.476399
80.108478 -5.601011 0.883189 -6.484200
80.126352 -5.600851 0.886712 -6.487563
80.144225 -5.600712 0.887870 -6.488581
80.162099 -5.600661 0.888420 -6.489081
80.179972 -5.600662 0.889056 -6.489719
80.197845 -5.600669 0.889640 -6.490309
80.215719 -5.600663 0.889830 -6.490493
80.233592 -5.600627 0.889499 -6.490126
80.251465 -5.600587 0.888843 -6.489429
80.269339 -5.600580 0.888110 -6.488690
80.287212 -5.600620 0.887199 -6.487819
80.305086 -5.600657 0.885574 -6.486231
80.322959 -5.600673 0.882612 -6.483285
80.340832 -5.600639 0.878112 -6.478751
80.358706 -5.600559 0.872642 -6.473200
80.376579 -5.600457 0.867508 -6.467965
80.394452 -5.600377 0.864291 -6.464669
80.412326 -5.600352 0.864249 -6.464601
80.430199 -5.600402 0.867785 -6.468186
80.448073 -5.600494 0.874282 -6.474777
80.465946 -5.600584 0.882452 -6.483035
80.483819 -5.600653 0.890874 -6.491527
80.501693 -5.600687 0.898437 -6.499124
80.519566 -5.600689 0.904465 -6.505154
80.537439 -5.600660 0.908735 -6.509395
80.555313 -5.600624 0.911442 -6.512067
80.573186 -5.600608 0.912992 -6.513600
80.591060 -5.600615 0.913653 -6.514268
80.608933 -5.600620 0.913471 -6.514091
80.626806 -5.600606 0.912576 -6.513182
80.644680 -5.600620 0.911306 -6.511926
80.662553 -5.600720 0.909657 -6.510377
80.680427 -5.600923 0.906522 -6.507445
80.698300 -5.601133 0.899609 -6.500742
80.716173 -5.601231 0.886648 -6.487879
80.734047 -5.601128 0.867215 -6.468343
80.751920 -5.600862 0.843679 -6.444541
80.769793 -5.600539 0.820640 -6.421179
80.787667 -5.600298 0.803302 -6.403600
80.805540 -5.600278 0.795265 -6.395544
80.823414 -5.600460 0.796672 -6.397132
80.841287 -5.600669 0.804557 -6.405227
80.859160 -5.600777 0.815204 -6.415981
80.877034 -5.600801 0.826025 -6.426826
80.894907 -5.600791 0.835769 -6.436560
80.912780 -5.600801 0.843837 -6.444638
80.930654 -5.600856 0.849579 -6.450434
80.948527 -5.600959 0.851880 -6.452839
80.966401 -5.601064 0.849215 -6.450279
80.984274 -5.601084 0.840451 -6.441535
81.002147 -5.600920 0.826138 -6.427059
81.020021 -5.600568 0.809579 -6.410147
81.037894 -5.600216 0.796472 -6.396687
81.055767 -5.600132 0.792147 -6.392279
81.073641 -5.600373 0.798029 -6.398402
81.091514 -5.600649 0.811059 -6.411708
81.109388 -5.600755 0.826953 -6.427708
81.127261 -5.600741 0.843132 -6.443873
81.145134 -5.600763 0.858559 -6.459322
81.163008 -5.600845 0.872169 -6.473013
81.180881 -5.600924 0.882345 -6.483270
81.198754 -5.600913 0.887799 -6.488712
81.216628 -5.600796 0.888626 -6.489421
81.234501 -5.600656 0.886447 -6.487103
81.252375 -5.600611 0.883214 -6.483825
81.270248 -5.600680 0.879731 -6.480411
81.288121 -5.600786 0.875413 -6.476199
81.305995 -5.600877 0.869133 -6.470010
81.323868 -5.600937 0.860038 -6.460975
81.341741 -5.601001 0.847714 -6.448715
81.359615 -5.601083 0.831892 -6.432975
81.377488 -5.601125 0.812367 -6.413492
81.395362 -5.601026 0.789775 -6.390801
81.413235 -5.600703 0.766964 -6.367667
81.431108 -5.600262 0.749589 -6.349852
81.448982 -5.599963 0.744518 -6.344482
81.466855 -5.600067 0.756011 -6.356078
81.484728 -5.600558 0.782243 -6.382801
81.502602 -5.601102 0.815753 -6.416855
81.520475 -5.601369 0.847991 -6.449359
81.538349 -5.601360 0.873661 -6.475022
81.556222 -5.601227 0.891492 -6.492719
81.574095 -5.601113 0.902409 -6.503521
81.591969 -5.601034 0.907769 -6.508804
81.609842 -5.600977 0.908771 -6.509748
81.627716 -5.600968 0.906385 -6.507353
81.645589 -5.601036 0.900907 -6.501943
81.663462 -5.601079 0.891737 -6.492816
81.681336 -5.600981 0.878547 -6.479528
81.699209 -5.600738 0.862880 -6.463618
81.717082 -5.600497 0.848043 -6.448541
81.734956 -5.600348 0.837439 -6.437787
81.752829 -5.600338 0.833090 -6.433429
81.770703 -5.600457 0.834970 -6.435427
81.788576 -5.600627 0.841206 -6.441834
81.806449 -5.600748 0.849127 -6.449876
81.824323 -5.600764 0.856694 -6.457459
81.842196 -5.600706 0.863309 -6.464016
81.860069 -5.600664 0.869309 -6.469972
81.877943 -5.600697 0.874821 -6.475518
81.895816 -5.600787 0.879059 -6.479846
81.913690 -5.600896 0.880510 -6.481406
81.931563 -5.600990 0.877558 -6.478548
81.949436 -5.601046 0.868930 -6.469976
81.967310 -5.601075 0.853943 -6.455018
81.985183 -5.601033 0.832742 -6.433775
82.003056 -5.600853 0.806811 -6.407664
82.020930 -5.600517 0.779742 -6.380260
82.038803 -5.600158 0.757131 -6.357289
82.056677 -5.600016 0.744446 -6.344462
82.074550 -5.600108 0.744092 -6.344200
82.092423 -5.600291 0.754813 -6.355104
82.110297 -5.600463 0.773521 -6.373984
82.128170 -5.600627 0.796823 -6.397451
82.146043 -5.600753 0.821526 -6.422279
82.163917 -5.600828 0.844992 -6.445820
82.181790 -5.600858 0.865462 -6.466320
82.199664 -5.600890 0.881921 -6.482811
82.217537 -5.600956 0.893513 -6.494469
82.235410 -5.601036 0.899142 -6.500179
82.253284 -5.601085 0.897711 -6.498796
82.271157 -5.601060 0.888707 -6.489767
82.289030 -5.600937 0.872827 -6.473764
82.306904 -5.600713 0.852390 -6.453103
82.324777 -5.600421 0.831332 -6.431753
82.342651 -5.600164 0.814482 -6.414647
82.360524 -5.600098 0.805901 -6.405999
82.378397 -5.600291 0.806777 -6.407068
82.396271 -5.600617 0.814629 -6.415247
82.414144 -5.600854 0.825007 -6.425861
82.432018 -5.600899 0.834366 -6.435265
82.449891 -5.600793 0.841721 -6.442514
82.467764 -5.600687 0.848086 -6.448773
82.485638 -5.600687 0.854606 -6.455293
82.503511 -5.600796 0.861100 -6.461896
82.521384 -5.600926 0.866054 -6.466980
82.539258 -5.600999 0.867764 -6.468763
82.557131 -5.600969 0.865541 -6.466510
82.575005 -5.600857 0.860160 -6.461017
82.592878 -5.600743 0.853511 -6.454253
82.610751 -5.600681 0.847627 -6.448308
82.628625 -5.600691 0.843759 -6.444450
82.646498 -5.600741 0.842125 -6.442866
82.664371 -5.600814 0.842206 -6.443020
82.682245 -5.600919 0.843013 -6.443932
82.700118 -5.601022 0.843228 -6.444250
82.717992 -5.601008 0.841850 -6.442858
82.735865 -5.600785 0.839697 -6.440481
82.753738 -5.600539 0.840056 -6.440594
82.771612 -5.600569 0.845999 -6.446568
82.789485 -5.600790 0.856963 -6.457752
82.807358 -5.600928 0.869570 -6.470498
82.825232 -5.601001 0.880716 -6.481718
82.843105 -5.601092 0.888336 -6.489428
82.860979 -5.601171 0.890666 -6.491837
82.878852 -5.601116 0.886682 -6.487798
82.896725 -5.600889 0.877491 -6.478380
82.914599 -5.600654 0.866403 -6.467057
82.932472 -5.600589 0.856789 -6.457378
82.950345 -5.600671 0.849884 -6.450555
82.968219 -5.600777 0.844828 -6.445605
82.986092 -5.600847 0.840107 -6.440954
83.003966 -5.600841 0.834687 -6.435528
83.021839 -5.600728 0.828702 -6.429430
83.039712 -5.600538 0.823811 -6.424349
83.057586 -5.600342 0.822811 -6.423153
83.075459 -5.600239 0.828416 -6.428655
83.093332 -5.600281 0.841910 -6.442192
83.111206 -5.600454 0.862465 -6.462919
83.129079 -5.600709 0.887236 -6.487946
83.146953 -5.600962 0.912128 -6.513090
83.164826 -5.601117 0.933090 -6.534206
83.182699 -5.601157 0.947377 -6.548535
83.200573 -5.601119 0.954002 -6.555122
83.218446 -5.601060 0.953201 -6.554261
83.236320 -5.600986 0.945786 -6.546772
83.254193 -5.600842 0.933208 -6.534050
83.272066 -5.600637 0.917981 -6.518618
83.289940 -5.600498 0.903324 -6.503821
83.307813 -5.600540 0.891433 -6.491973
83.325686 -5.600699 0.882049 -6.482749
83.343560 -5.600796 0.873316 -6.474112
83.361433 -5.600750 0.864049 -6.464798
83.379307 -5.600623 0.854869 -6.455492
83.397180 -5.600519 0.847556 -6.448075
83.415053 -5.600490 0.843716 -6.444206
83.432927 -5.600555 0.843839 -6.444394
83.450800 -5.600669 0.847123 -6.447792
83.468673 -5.600786 0.851949 -6.452736
83.486547 -5.600863 0.856655 -6.457518
83.504420 -5.600891 0.860118 -6.461009
83.522294 -5.600870 0.861981 -6.462851
83.540167 -5.600800 0.862700 -6.463500
83.558040 -5.600733 0.863356 -6.464089
83.575914 -5.600741 0.864931 -6.465672
83.593787 -5.600822 0.867418 -6.468239
83.611660 -5.600902 0.869762 -6.470664
83.629534 -5.600887 0.870909 -6.471796
83.647407 -5.600782 0.870906 -6.471687
83.665281 -5.600673 0.870935 -6.471609
83.683154 -5.600640 0.872290 -6.472930
83.701027 -5.600688 0.875261 -6.475949
83.718901 -5.600757 0.879020 -6.479776
83.736774 -5.600758 0.882520 -6.483278
83.754647 -5.600692 0.885487 -6.486180
83.772521 -5.600635 0.888570 -6.489205
83.790394 -5.600702 0.892233 -6.492934
83.808268 -5.600880 0.895505 -6.496385
83.826141 -5.601032 0.896147 -6.497178
83.844014 -5.601031 0.892356 -6.493387
83.861888 -5.600874 0.884529 -6.485403
83.879761 -5.600718 0.875178 -6.475896
83.897634 -5.600728 0.866857 -6.467584
83.915508 -5.600867 0.860083 -6.460950
83.933381 -5.600937 0.853695 -6.454632
83.951255 -5.600819 0.847252 -6.448070
83.969128 -5.600591 0.842521 -6.443112
83.987001 -5.600446 0.842480 -6.442925
84.004875 -5.600515 0.848876 -6.449391
84.022748 -5.600765 0.860461 -6.461226
84.040621 -5.601033 0.873494 -6.474527
84.058495 -5.601205 0.883885 -6.485090
84.076368 -5.601300 0.888778 -6.490078
84.094242 -5.601358 0.886673 -6.488031
84.112115 -5.601343 0.877131 -6.478474
84.129988 -5.601147 0.861352 -6.462499
84.147862 -5.600790 0.843140 -6.443930
84.165735 -5.600485 0.828260 -6.428745
84.183609 -5.600438 0.821399 -6.421837
84.201482 -5.600601 0.823520 -6.424122
84.219355 -5.600827 0.832228 -6.433055
84.237229 -5.601003 0.843787 -6.444790
84.255102 -5.601095 0.854849 -6.455943
84.272975 -5.601097 0.863330 -6.464427
84.290849 -5.601006 0.868659 -6.469665
84.308722 -5.600876 0.871645 -6.472521
84.326596 -5.600742 0.873971 -6.474713
84.344469 -5.600668 0.877382 -6.478050
84.362342 -5.600688 0.882806 -6.483494
84.380216 -5.600834 0.889665 -6.490499
84.398089 -5.601064 0.895675 -6.496739
84.415962 -5.601277 0.897468 -6.498745
84.433836 -5.601375 0.892008 -6.493383
84.451709 -5.601356 0.877959 -6.479315
84.469583 -5.601273 0.855922 -6.457194
84.487456 -5.601121 0.827913 -6.429035
84.505329 -5.600794 0.797582 -6.398376
84.523203 -5.600368 0.770884 -6.371252
84.541076 -5.600191 0.754343 -6.354534
84.558949 -5.600385 0.750686 -6.351071
84.576823 -5.600660 0.757479 -6.358139
84.594696 -5.600850 0.770275 -6.371125
84.612570 -5.600939 0.785431 -6.386370
84.630443 -5.600985 0.800571 -6.401555
84.648316 -5.600995 0.814226 -6.415221
84.666190 -5.600989 0.825556 -6.426544
84.684063 -5.600960 0.834225 -6.435185
84.701936 -5.600934 0.840325 -6.441259
84.719810 -5.600911 0.844167 -6.445078
84.737683 -5.600880 0.846122 -6.447003
84.755557 -5.600842 0.846681 -6.447523
84.773430 -5.600772 0.846616 -6.447388
84.791303 -5.600687 0.847086 -6.447773
84.809177 -5.600651 0.849312 -6.449964
84.827050 -5.600721 0.853728 -6.454449
84.844923 -5.600877 0.859296 -6.460173
84.862797 -5.601011 0.863923 -6.464933
84.880670 -5.601012 0.865917 -6.466929
84.898544 -5.600882 0.865336 -6.466218
84.916417 -5.600723 0.863995 -6.464718
84.934290 -5.600672 0.864000 -6.464672
84.952164 -5.600731 0.866077 -6.466808
84.970037 -5.600815 0.869400 -6.470215
84.987911 -5.600880 0.872625 -6.473505
85.005784 -5.600925 0.874608 -6.475533
85.023657 -5.600964 0.874493 -6.475457
85.041531 -5.600982 0.871676 -6.472659
85.059404 -5.600962 0.865972 -6.466934
85.077277 -5.600893 0.857854 -6.458747
85.095151 -5.600788 0.848476 -6.449264
85.113024 -5.600651 0.839558 -6.440209
85.130898 -5.600501 0.833255 -6.433756
85.148771 -5.600366 0.831930 -6.432296
85.166644 -5.600307 0.837560 -6.437867
85.184518 -5.600390 0.850798 -6.451188
85.202391 -5.600589 0.870226 -6.470816
85.220264 -5.600872 0.892449 -6.493321
85.238138 -5.601154 0.912994 -6.514149
85.256011 -5.601389 0.927401 -6.528790
85.273885 -5.601529 0.932114 -6.533643
85.291758 -5.601524 0.925264 -6.526788
85.309631 -5.601313 0.907497 -6.508810
85.327505 -5.600975 0.882430 -6.483405
85.345378 -5.600733 0.855440 -6.456173
85.363251 -5.600766 0.830476 -6.431243
85.381125 -5.600905 0.808053 -6.408958
85.398998 -5.600894 0.787123 -6.388016
85.416872 -5.600680 0.768336 -6.369017
85.434745 -5.600387 0.754995 -6.355381
85.452618 -5.600195 0.751374 -6.351569
85.470492 -5.600202 0.760286 -6.360488
85.488365 -5.600446 0.781368 -6.381814
85.506238 -5.600855 0.810626 -6.411481
85.524112 -5.601242 0.841570 -6.442811
85.541985 -5.601419 0.867972 -6.469391
85.559859 -5.601366 0.886466 -6.487832
85.577732 -5.601219 0.896985 -6.498204
85.595605 -5.601131 0.901049 -6.502179
85.613479 -5.601104 0.899852 -6.500955
85.631352 -5.601029 0.894066 -6.495095
85.649225 -5.600881 0.884945 -6.485825
85.667099 -5.600765 0.874547 -6.475311
85.684972 -5.600796 0.864314 -6.465111
85.702846 -5.600921 0.853891 -6.454812
85.720719 -5.601006 0.841764 -6.442770
85.738592 -5.600949 0.827000 -6.427950
85.756466 -5.600769 0.810491 -6.411260
85.774339 -5.600544 0.794870 -6.395414
85.792212 -5.600388 0.783298 -6.383686
85.810086 -5.600364 0.777913 -6.378277
85.827959 -5.600437 0.779002 -6.379439
85.845833 -5.600568 0.785195 -6.385763
85.863706 -5.600713 0.794215 -6.394928
85.881579 -5.600850 0.803558 -6.404408
85.899453 -5.600956 0.810969 -6.411925
85.917326 -5.601004 0.814832 -6.415837
85.935200 -5.600971 0.814557 -6.415528
85.953073 -5.600878 0.810790 -6.411667
85.970946 -5.600747 0.805176 -6.405923
85.988820 -5.600640 0.799794 -6.400434
86.006693 -5.600613 0.796362 -6.396975
86.024566 -5.600694 0.795352 -6.396045
86.042440 -5.600816 0.795761 -6.396577
86.060313 -5.600886 0.795948 -6.396834
86.078187 -5.600875 0.794838 -6.395713
86.096060 -5.600806 0.792482 -6.393289
86.113933 -5.600713 0.789800 -6.390512
86.131807 -5.600612 0.788157 -6.388769
86.149680 -5.600544 0.788975 -6.389520
86.167553 -5.600533 0.793298 -6.393830
86.185427 -5.600595 0.801342 -6.401937
86.203300 -5.600726 0.812218 -6.412944
86.221174 -5.600864 0.824101 -6.424965
86.239047 -5.600925 0.835080 -6.436004
86.256920 -5.600895 0.844206 -6.445101
86.274794 -5.600861 0.851643 -6.452504
86.292667 -5.600904 0.857625 -6.458529
86.310540 -5.601007 0.861485 -6.462492
86.328414 -5.601038 0.862082 -6.463119
86.346287 -5.600968 0.859155 -6.460122
86.364161 -5.600842 0.853965 -6.454807
86.382034 -5.600762 0.848555 -6.449318
86.399907 -5.600723 0.844664 -6.445387
86.417781 -5.600650 0.843690 -6.444340
86.435654 -5.600566 0.847397 -6.447963
86.453527 -5.600682 0.857082 -6.457763
86.471401 -5.600975 0.871192 -6.472167
86.489274 -5.601161 0.885675 -6.486836
86.507148 -5.601166 0.897314 -6.498480
86.525021 -5.601107 0.905149 -6.506256
86.542894 -5.601076 0.909274 -6.510349
86.560768 -5.601071 0.909739 -6.510810
86.578641 -5.601083 0.906369 -6.507452
86.596514 -5.601091 0.898917 -6.500008
86.614388 -5.601073 0.887362 -6.488435
86.632261 -5.601021 0.872191 -6.473212
86.650135 -5.600877 0.854739 -6.455616
86.668008 -5.600636 0.837654 -6.438290
86.685881 -5.600451 0.824593 -6.425044
86.703755 -5.600501 0.818166 -6.418667
86.721628 -5.600714 0.817764 -6.418478
86.739502 -5.600794 0.820630 -6.421423
86.757375 -5.600667 0.825255 -6.425922
86.775248 -5.600533 0.832515 -6.433049
86.793122 -5.600548 0.843575 -6.444123
86.810995 -5.600719 0.857734 -6.458452
86.828868 -5.600957 0.872199 -6.473156
86.846742 -5.601138 0.883418 -6.484555
86.864615 -5.601187 0.888810 -6.489997
86.882489 -5.601083 0.887896 -6.488978
86.900362 -5.600865 0.882601 -6.483466
86.918235 -5.600640 0.876519 -6.477159
86.936109 -5.600546 0.873187 -6.473733
86.953982 -5.600655 0.874214 -6.474869
86.971855 -5.600886 0.878390 -6.479276
86.989729 -5.601069 0.882655 -6.483724
87.007602 -5.601130 0.884210 -6.485340
87.025476 -5.601091 0.881891 -6.482982
87.043349 -5.601026 0.875986 -6.477012
87.061222 -5.600976 0.867341 -6.468317
87.079096 -5.600920 0.856834 -6.457754
87.096969 -5.600843 0.845423 -6.446266
87.114842 -5.600785 0.834217 -6.435002
87.132716 -5.600778 0.824052 -6.424830
87.150589 -5.600814 0.815057 -6.415872
87.168463 -5.600858 0.806763 -6.407621
87.186336 -5.600872 0.798606 -6.399478
87.204209 -5.600784 0.790665 -6.391449
87.222083 -5.600579 0.784474 -6.385053
87.239956 -5.600370 0.782980 -6.383350
87.257829 -5.600313 0.788924 -6.389237
87.275703 -5.600438 0.802803 -6.403240
87.293576 -5.600644 0.822450 -6.423094
87.311450 -5.600821 0.844374 -6.445195
87.329323 -5.600946 0.865239 -6.466185
87.347196 -5.601019 0.882537 -6.483556
87.365070 -5.601053 0.894654 -6.495707
87.382943 -5.601040 0.900868 -6.501908
87.400816 -5.600980 0.901392 -6.502372
87.418690 -5.600915 0.897261 -6.498176
87.436563 -5.600838 0.889941 -6.490779
87.454437 -5.600729 0.881095 -6.481824
87.472310 -5.600593 0.872751 -6.473344
87.490183 -5.600530 0.866965 -6.467495
87.508057 -5.600621 0.864600 -6.465221
87.525930 -5.600822 0.864323 -6.465144
87.543804 -5.601010 0.863293 -6.464303
87.561677 -5.601072 0.859001 -6.460073
87.579550 -5.601008 0.850623 -6.451631
87.597424 -5.600854 0.839297 -6.440151
87.615297 -5.600669 0.827571 -6.428240
87.633170 -5.600518 0.818505 -6.419023
87.651044 -5.600462 0.814569 -6.415031
87.668917 -5.600518 0.816772 -6.417291
87.686791 -5.600630 0.824446 -6.425076
87.704664 -5.600727 0.835890 -6.436617
87.722537 -5.600774 0.849419 -6.450193
87.740411 -5.600811 0.863828 -6.464639
87.758284 -5.600895 0.877982 -6.478877
87.776157 -5.601010 0.890274 -6.491284
87.794031 -5.601113 0.898751 -6.499864
87.811904 -5.601133 0.901900 -6.503032
87.829778 -5.601067 0.899446 -6.500513
87.847651 -5.600924 0.892636 -6.493559
87.865524 -5.600714 0.884054 -6.484767
87.883398 -5.600500 0.877184 -6.477685
87.901271 -5.600458 0.875095 -6.475554
87.919144 -5.600665 0.878291 -6.478956
87.937018 -5.600954 0.883930 -6.484884
87.954891 -5.601110 0.887852 -6.488962
87.972765 -5.601075 0.887445 -6.488519
87.990638 -5.600899 0.882828 -6.483727
88.008511 -5.600682 0.876264 -6.476946
88.026385 -5.600508 0.870818 -6.471326
88.044258 -5.600444 0.868990 -6.469434
88.062131 -5.600518 0.871642 -6.472159
88.080005 -5.600667 0.877759 -6.478426
88.097878 -5.600823 0.885108 -6.485932
88.115752 -5.600925 0.891337 -6.492262
88.133625 -5.600945 0.894903 -6.495848
88.151498 -5.600896 0.895423 -6.496319
88.169372 -5.600815 0.893648 -6.494463
88.187245 -5.600741 0.890961 -6.491702
88.205118 -5.600730 0.888567 -6.489296
88.222992 -5.600787 0.886868 -6.487655
88.240865 -5.600906 0.885287 -6.486192
88.258739 -5.601049 0.882412 -6.483461
88.276612 -5.601168 0.876467 -6.477635
88.294485 -5.601115 0.866491 -6.467607
88.312359 -5.600844 0.853958 -6.454802
88.330232 -5.600496 0.843160 -6.443657
88.348105 -5.600328 0.839120 -6.439448
88.365979 -5.600472 0.844131 -6.444603
88.383852 -5.600815 0.856101 -6.456915
88.401726 -5.601145 0.870052 -6.471197
88.419599 -5.601330 0.880910 -6.482240
88.437472 -5.601335 0.885612 -6.486947
88.455346 -5.601181 0.883897 -6.485078
88.473219 -5.600930 0.878005 -6.478935
88.491093 -5.600664 0.871725 -6.472389
88.508966 -5.600527 0.868920 -6.469447
88.526839 -5.600637 0.871412 -6.472049
88.544713 -5.600890 0.877589 -6.478479
88.562586 -5.601068 0.883727 -6.484795
88.580459 -5.601102 0.886699 -6.487801
88.598333 -5.601023 0.885323 -6.486346
88.616206 -5.600868 0.880292 -6.481160
88.634080 -5.600711 0.873528 -6.474239
88.651953 -5.600626 0.867055 -6.467681
88.669826 -5.600633 0.861901 -6.462534
88.687700 -5.600659 0.857978 -6.458637
88.705573 -5.600661 0.854874 -6.455535
88.723446 -5.600655 0.852447 -6.453102
88.741320 -5.600662 0.850696 -6.451358
88.759193 -5.600654 0.849658 -6.450312
88.777067 -5.600596 0.849644 -6.450240
88.794940 -5.600541 0.851320 -6.451861
88.812813 -5.600563 0.855240 -6.455803
88.830687 -5.600682 0.861004 -6.461686
88.848560 -5.600881 0.866780 -6.467660
88.866433 -5.601077 0.869775 -6.470852
88.884307 -5.601139 0.867598 -6.468737
88.902180 -5.601042 0.859719 -6.460761
88.920054 -5.600833 0.848042 -6.448875
88.937927 -5.600650 0.836027 -6.436676
88.955800 -5.600579 0.826876 -6.427455
88.973674 -5.600603 0.822208 -6.422811
88.991547 -5.600683 0.822058 -6.422741
89.009420 -5.600761 0.825527 -6.426289
89.027294 -5.600845 0.831426 -6.432272
89.045167 -5.600947 0.838400 -6.439347
89.063041 -5.601058 0.844741 -6.445800
89.080914 -5.601084 0.848909 -6.449992
89.098787 -5.600972 0.850667 -6.451639
89.116661 -5.600811 0.851619 -6.452430
89.134534 -5.600770 0.853894 -6.454664
89.152407 -5.600856 0.858010 -6.458865
89.170281 -5.600887 0.862844 -6.463730
89.188154 -5.600781 0.867700 -6.468482
89.206028 -5.600683 0.873255 -6.473938
89.223901 -5.600729 0.880125 -6.480854
89.241774 -5.600901 0.887205 -6.488106
89.259648 -5.601071 0.891864 -6.492935
89.277521 -5.601147 0.891594 -6.492742
89.295395 -5.601067 0.885543 -6.486610
89.313268 -5.600855 0.875184 -6.476039
89.331141 -5.600596 0.863982 -6.464578
89.349015 -5.600417 0.855994 -6.456411
89.366888 -5.600404 0.853997 -6.454401
89.384761 -5.600591 0.858053 -6.458645
89.402635 -5.600908 0.865150 -6.466058
89.420508 -5.601159 0.870450 -6.471609
89.438382 -5.601245 0.869763 -6.471008
89.456255 -5.601175 0.861370 -6.462545
89.474128 -5.600997 0.846105 -6.447101
89.492002 -5.600762 0.826644 -6.427405
89.509875 -5.600507 0.806800 -6.407307
89.527748 -5.600317 0.790646 -6.390962
89.545622 -5.600248 0.781326 -6.381573
89.563495 -5.600318 0.780101 -6.380419
89.581369 -5.600486 0.786171 -6.386656
89.599242 -5.600694 0.797208 -6.397902
89.617115 -5.600899 0.810221 -6.411120
89.634989 -5.601055 0.822277 -6.423332
89.652862 -5.601114 0.831163 -6.432277
89.670735 -5.601085 0.836025 -6.437110
89.688609 -5.601057 0.837227 -6.438284
89.706482 -5.601065 0.835220 -6.436285
89.724356 -5.601062 0.829928 -6.430990
89.742229 -5.600947 0.821587 -6.422534
89.760102 -5.600731 0.811847 -6.412578
89.777976 -5.600502 0.803680 -6.404183
89.795849 -5.600357 0.800195 -6.400552
89.813722 -5.600332 0.803358 -6.403690
89.831596 -5.600403 0.813389 -6.413793
89.849469 -5.600541 0.828975 -6.429516
89.867343 -5.600730 0.847686 -6.448415
89.885216 -5.600957 0.866304 -6.467260
89.903089 -5.601147 0.881265 -6.482412
89.920963 -5.601213 0.889723 -6.490936
89.938836 -5.601062 0.891063 -6.492125
89.956709 -5.600745 0.887802 -6.488547
89.974583 -5.600474 0.884608 -6.485082
89.992456 -5.600468 0.885354 -6.485822
90.010330 -5.600699 0.890405 -6.491104
90.028203 -5.601008 0.896607 -6.497615
90.046076 -5.601264 0.899383 -6.500647
90.063950 -5.601346 0.894974 -6.496321
90.081823 -5.601252 0.882043 -6.483295
90.099697 -5.601064 0.861919 -6.462983
90.117570 -5.600896 0.837409 -6.438304
90.135443 -5.600771 0.811320 -6.412090
90.153317 -5.600633 0.786055 -6.386687
90.171190 -5.600478 0.764106 -6.364584
90.189063 -5.600334 0.748232 -6.348566
90.206937 -5.600258 0.740856 -6.341115
90.224810 -5.600276 0.743286 -6.343562
90.242684 -5.600375 0.755345 -6.355720
90.260557 -5.600574 0.775300 -6.375875
90.278430 -5.600856 0.799844 -6.400700
90.296304 -5.601137 0.824561 -6.425698
90.314177 -5.601321 0.845085 -6.446406
90.332050 -5.601360 0.858351 -6.459711
90.349924 -5.601246 0.863470 -6.464716
90.367797 -5.601006 0.862031 -6.463037
90.385671 -5.600724 0.857573 -6.458298
90.403544 -5.600548 0.854113 -6.454662
90.421417 -5.600551 0.854264 -6.454814
90.439291 -5.600701 0.858037 -6.458738
90.457164 -5.600897 0.863191 -6.464088
90.475037 -5.601043 0.866730 -6.467773
90.492911 -5.601101 0.866315 -6.467415
90.510784 -5.601101 0.860811 -6.461912
90.528658 -5.601070 0.850106 -6.451176
90.546531 -5.601025 0.834750 -6.435774
90.564404 -5.600906 0.815962 -6.416868
90.582278 -5.600662 0.796174 -6.396836
90.600151 -5.600318 0.779623 -6.379941
90.618024 -5.600094 0.771536 -6.371631
90.635898 -5.600184 0.775155 -6.375339
90.653771 -5.600504 0.789207 -6.389711
90.671645 -5.600796 0.809027 -6.409823
90.689518 -5.600979 0.829724 -6.430702
90.707391 -5.601099 0.847713 -6.448812
90.725265 -5.601205 0.860435 -6.461640
90.743138 -5.601272 0.865925 -6.467197
90.761011 -5.601259 0.863036 -6.464295
90.778885 -5.601140 0.852023 -6.453163
90.796758 -5.600928 0.834856 -6.435784
90.814632 -5.600673 0.815032 -6.415705
90.832505 -5.600445 0.796744 -6.397189
90.850378 -5.600307 0.783712 -6.384019
90.868252 -5.600318 0.778146 -6.378463
90.886125 -5.600485 0.779958 -6.380443
90.903998 -5.600763 0.786615 -6.387378
90.921872 -5.601006 0.794096 -6.395102
90.939745 -5.601136 0.798642 -6.399778
90.957619 -5.601120 0.798197 -6.399317
90.975492 -5.600952 0.793007 -6.393959
90.993365 -5.600693 0.785608 -6.386300
91.011239 -5.600459 0.780000 -6.380460
91.029112 -5.600336 0.779893 -6.380230
91.046986 -5.600369 0.787103 -6.387472
91.064859 -5.600552 0.800945 -6.401497
